,index,latitude,longitude,address,id
1036,18850,31.17762,121.511042,31.17762-121.511042,1036
1037,18865,31.16807,121.488657,31.16807-121.488657,1037
1038,18868,31.271819,121.546358,31.271819-121.546358,1038
1039,18870,31.230287,121.557116,31.230287-121.557116,1039
1040,18956,31.153746,121.504388,31.153746-121.504388,1040
1041,19019,31.218201,121.487151,31.218201-121.487151,1041
1042,19052,31.267478,121.5468,31.267478-121.5468,1042
1043,19059,31.213659,121.504661,31.213659-121.504661,1043
1044,19081,31.216752,121.476401,31.216752-121.476401,1044
1045,19099,31.269868,121.533249,31.269868-121.533249,1045
1046,19100,31.266679,121.539067,31.266679-121.539067,1046
1047,19113,31.210582,121.529652,31.210582-121.529652,1047
1048,19114,31.189701,121.543143,31.189701-121.543143,1048
1049,19127,31.150483,121.491401,31.150483-121.491401,1049
1050,19213,31.182483,121.5762,31.182483-121.5762,1050
1051,19250,31.204999,121.471193,31.204999-121.471193,1051
1052,19276,31.237022,121.546184,31.237022-121.546184,1052
1053,19305,31.214683,121.551574,31.214683-121.551574,1053
1054,19378,31.185065,121.503655,31.185065-121.503655,1054
1055,19382,31.254124,121.605142,31.254124-121.605142,1055
1056,19400,31.232729,121.566935,31.232729-121.566935,1056
1057,19432,31.28627,121.599397,31.28627-121.599397,1057
1058,19436,34.798608,116.090395,34.798608-116.090395,1058
1059,19437,31.182371,121.526439,31.182371-121.526439,1059
1060,19457,31.299261,121.578516,31.299261-121.578516,1060
1061,19539,31.294378,121.567937,31.294378-121.567937,1061
1062,19544,31.28023,121.543164,31.28023-121.543164,1062
1063,19557,31.217512,121.533844,31.217512-121.533844,1063
1064,19563,31.261924,121.568031,31.261924-121.568031,1064
1065,19569,31.214641,121.525998,31.214641-121.525998,1065
1066,19573,31.260903,121.618966,31.260903-121.618966,1066
1067,19580,31.21899,121.492002,31.21899-121.492002,1067
1068,19581,31.217249,121.504369,31.217249-121.504369,1068
1069,19582,31.218516,121.463689,31.218516-121.463689,1069
1070,19583,31.231468,121.537215,31.231468-121.537215,1070
1071,19588,31.221705,121.642288,31.221705-121.642288,1071
1072,19589,31.169796,121.52847,31.169796-121.52847,1072
1073,19597,31.233629,121.532011,31.233629-121.532011,1073
1074,19606,31.270626,121.5908,31.270626-121.5908,1074
1075,19647,31.257756,121.601633,31.257756-121.601633,1075
1076,19648,31.160199,121.557134,31.160199-121.557134,1076
1077,19673,31.248482,121.53958,31.248482-121.53958,1077
1078,19705,31.196135,121.558528,31.196135-121.558528,1078
1079,19726,31.233201,121.469528,31.233201-121.469528,1079
1080,19731,31.252241,121.57094,31.252241-121.57094,1080
1081,19751,31.19382,121.49524,31.19382-121.49524,1081
1082,19752,31.183857,121.637321,31.183857-121.637321,1082
1083,19850,31.264433,121.541398,31.264433-121.541398,1083
1084,19852,31.267737,121.529422,31.267737-121.529422,1084
1085,19854,31.348473,121.384381,31.348473-121.384381,1085
1086,19855,31.317512,121.404518,31.317512-121.404518,1086
1087,19857,31.281665,121.42621,31.281665-121.42621,1087
1088,19859,31.25372,121.437778,31.25372-121.437778,1088
1089,19861,31.244568,121.441817,31.244568-121.441817,1089
1090,19862,31.223107,121.454329,31.223107-121.454329,1090
1091,19863,31.157022,121.498865,31.157022-121.498865,1091
1092,19865,31.181629,121.510713,31.181629-121.510713,1092
1093,19866,31.193515,121.531662,31.193515-121.531662,1093
1094,19867,31.202262,121.564812,31.202262-121.564812,1094
1095,19868,31.264146,121.532591,31.264146-121.532591,1095
1096,19904,34.638922,119.467017,34.638922-119.467017,1096
1097,19915,31.281567,121.557955,31.281567-121.557955,1097
1098,19934,31.171101,121.507145,31.171101-121.507145,1098
1099,19990,31.179594,121.55951,31.179594-121.55951,1099
1100,20017,31.284042,121.583676,31.284042-121.583676,1100
1101,20038,31.201251,121.561484,31.201251-121.561484,1101
1102,20082,31.19183,121.59097,31.19183-121.59097,1102
1103,20084,31.159569,121.145966,31.159569-121.145966,1103
1104,20088,31.276178,121.553996,31.276178-121.553996,1104
1105,20126,31.224452,121.511537,31.224452-121.511537,1105
1106,20146,31.207205,121.482691,31.207205-121.482691,1106
1107,20236,31.205839,121.462046,31.205839-121.462046,1107
1108,20260,31.194792,121.466884,31.194792-121.466884,1108
1109,20264,31.21245,121.637072,31.21245-121.637072,1109
1110,20268,31.180897,121.463904,31.180897-121.463904,1110
1111,20275,31.166007,121.457766,31.166007-121.457766,1111
1112,20285,31.197656,121.463533,31.197656-121.463533,1112
1113,20301,31.190168,121.467092,31.190168-121.467092,1113
1114,20310,31.163339,121.469291,31.163339-121.469291,1114
1115,20314,31.210843,121.491168,31.210843-121.491168,1115
1116,20355,31.211641,121.474534,31.211641-121.474534,1116
1117,20357,31.168938,121.54333,31.168938-121.54333,1117
1118,20378,31.278028,121.583992,31.278028-121.583992,1118
1119,20380,31.235631,121.567852,31.235631-121.567852,1119
1120,20381,31.252485,121.549613,31.252485-121.549613,1120
1121,20383,31.219656,121.49234,31.219656-121.49234,1121
1122,20386,31.200719,121.519009,31.200719-121.519009,1122
1123,20388,31.215664,121.46829,31.215664-121.46829,1123
1124,20401,31.162111,121.566673,31.162111-121.566673,1124
1125,20403,31.211617,121.486703,31.211617-121.486703,1125
1126,20408,31.233151,121.530498,31.233151-121.530498,1126
1127,20409,31.270279,121.531241,31.270279-121.531241,1127
1128,20433,31.219133,121.524846,31.219133-121.524846,1128
1129,20437,31.239025,121.551622,31.239025-121.551622,1129
1130,20457,31.191818,121.538713,31.191818-121.538713,1130
1131,20461,31.218716,121.568667,31.218716-121.568667,1131
1132,20474,31.27369,121.537119,31.27369-121.537119,1132
1133,20480,31.16584,121.530742,31.16584-121.530742,1133
1134,20490,31.276315,121.564096,31.276315-121.564096,1134
1135,20495,31.266666,121.598298,31.266666-121.598298,1135
1136,20520,31.168296,121.588625,31.168296-121.588625,1136
1137,20526,31.145641,121.449009,31.145641-121.449009,1137
1138,20532,31.144653,121.478451,31.144653-121.478451,1138
1139,20544,31.232893,121.380242,31.232893-121.380242,1139
1140,20577,31.22135,121.391319,31.22135-121.391319,1140
1141,20583,31.217968,121.41467,31.217968-121.41467,1141
1142,20606,31.22258,121.428599,31.22258-121.428599,1142
1143,20642,31.201259,121.40143,31.201259-121.40143,1143
1144,20659,31.214115,121.406884,31.214115-121.406884,1144
1145,20667,31.201647,121.420098,31.201647-121.420098,1145
1146,20671,31.217237,121.432824,31.217237-121.432824,1146
1147,20680,31.209913,121.425292,31.209913-121.425292,1147
1148,20688,31.197114,121.442853,31.197114-121.442853,1148
1149,20707,31.19206,121.438501,31.19206-121.438501,1149
1150,20715,31.192975,121.449755,31.192975-121.449755,1150
1151,20724,31.197573,121.454035,31.197573-121.454035,1151
1152,20738,31.180175,121.422303,31.180175-121.422303,1152
1153,20755,31.172757,121.425965,31.172757-121.425965,1153
1154,20774,31.171686,121.441221,31.171686-121.441221,1154
1155,20799,31.197573,121.37641,31.197573-121.37641,1155
1156,20801,31.213728,121.386102,31.213728-121.386102,1156
1157,20835,31.186465,121.429887,31.186465-121.429887,1157
1158,20860,31.225318,121.437806,31.225318-121.437806,1158
1159,20864,31.236728,121.42407,31.236728-121.42407,1159
1160,20891,31.18026,121.406339,31.18026-121.406339,1160
1161,20900,31.185812,121.457923,31.185812-121.457923,1161
1162,20906,31.225831,121.412695,31.225831-121.412695,1162
1163,20916,31.213849,121.43028,31.213849-121.43028,1163
1164,20933,26.215115,109.744661,26.215115-109.744661,1164
1165,20967,31.218812,121.401309,31.218812-121.401309,1165
1166,20984,31.211485,121.403238,31.211485-121.403238,1166
1167,21007,31.17247,121.404203,31.17247-121.404203,1167
1168,21009,31.21852,121.44019,31.21852-121.44019,1168
1169,21023,31.211598,121.439406,31.211598-121.439406,1169
1170,21051,31.236991,121.441554,31.236991-121.441554,1170
1171,21053,31.230109,121.434393,31.230109-121.434393,1171
1172,21071,31.163393,121.381735,31.163393-121.381735,1172
1173,21111,31.190389,121.457678,31.190389-121.457678,1173
1174,21134,31.233973,121.41641,31.233973-121.41641,1174
1175,21175,31.2355,121.417315,31.2355-121.417315,1175
1176,21245,31.174287,121.435995,31.174287-121.435995,1176
1177,21250,31.231663,121.428471,31.231663-121.428471,1177
1178,21251,31.212718,121.447853,31.212718-121.447853,1178
1179,21275,31.203473,121.445984,31.203473-121.445984,1179
1180,21297,31.148773,121.387158,31.148773-121.387158,1180
1181,21334,31.222272,121.438997,31.222272-121.438997,1181
1182,21338,31.182198,121.390214,31.182198-121.390214,1182
1183,21350,31.16346,121.405127,31.16346-121.405127,1183
1184,21389,31.19332,121.430385,31.19332-121.430385,1184
1185,21418,31.146311,121.399951,31.146311-121.399951,1185
1186,21517,31.145439,121.417433,31.145439-121.417433,1186
1187,21614,31.157677,121.424531,31.157677-121.424531,1187
1188,21640,31.191847,121.381117,31.191847-121.381117,1188
1189,21671,31.155349,121.375527,31.155349-121.375527,1189
1190,21676,31.209872,121.409627,31.209872-121.409627,1190
1191,21680,31.151539,121.41109,31.151539-121.41109,1191
1192,21738,31.177858,121.346956,31.177858-121.346956,1192
1193,21762,31.150662,121.434931,31.150662-121.434931,1193
1194,21773,31.200249,121.443811,31.200249-121.443811,1194
1195,21786,31.166365,121.419792,31.166365-121.419792,1195
1196,21791,31.224226,121.43839,31.224226-121.43839,1196
1197,21904,31.201303,121.434409,31.201303-121.434409,1197
1198,21923,31.219533,121.427561,31.219533-121.427561,1198
1199,21924,31.168853,121.394657,31.168853-121.394657,1199
1200,21937,31.174203,121.431404,31.174203-121.431404,1200
1201,21953,31.183323,121.447822,31.183323-121.447822,1201
1202,21992,31.186057,121.44872,31.186057-121.44872,1202
1203,21995,31.249162,121.487899,31.249162-121.487899,1203
1204,22010,31.159304,121.358718,31.159304-121.358718,1204
1205,22073,31.158202,121.389411,31.158202-121.389411,1205
1206,22097,31.182189,121.394088,31.182189-121.394088,1206
1207,22104,31.177169,121.445517,31.177169-121.445517,1207
1208,22123,31.173163,121.356571,31.173163-121.356571,1208
1209,22138,31.163432,121.354451,31.163432-121.354451,1209
1210,22235,31.189723,121.356104,31.189723-121.356104,1210
1211,22236,31.157241,121.418919,31.157241-121.418919,1211
1212,22290,31.197909,121.426542,31.197909-121.426542,1212
1213,22323,31.182415,121.381272,31.182415-121.381272,1213
1214,22370,31.17023,121.337413,31.17023-121.337413,1214
1215,22451,31.236405,121.432864,31.236405-121.432864,1215
1216,22461,31.194928,121.366998,31.194928-121.366998,1216
1217,22465,31.195613,121.40425,31.195613-121.40425,1217
1218,22478,31.134548,121.39095,31.134548-121.39095,1218
1219,22528,31.159704,121.457647,31.159704-121.457647,1219
1220,22555,31.194567,121.453929,31.194567-121.453929,1220
1221,22562,31.179835,121.429502,31.179835-121.429502,1221
1222,22597,31.193409,121.393885,31.193409-121.393885,1222
1223,22626,31.201965,121.452457,31.201965-121.452457,1223
1224,22641,31.191702,121.449143,31.191702-121.449143,1224
1225,22642,31.299799,121.530915,31.299799-121.530915,1225
1226,22643,31.186628,121.372116,31.186628-121.372116,1226
1227,22651,31.200432,121.447381,31.200432-121.447381,1227
1228,22655,31.174748,121.39247,31.174748-121.39247,1228
1229,22656,31.195139,121.385973,31.195139-121.385973,1229
1230,22684,31.201064,121.438699,31.201064-121.438699,1230
1231,22691,38.052584,114.484137,38.052584-114.484137,1231
1232,22726,31.148334,121.420448,31.148334-121.420448,1232
1233,22727,31.205813,121.413544,31.205813-121.413544,1233
1234,22745,31.216359,121.397227,31.216359-121.397227,1234
1235,22820,31.236856,121.40554,31.236856-121.40554,1235
1236,22865,31.19143,121.411411,31.19143-121.411411,1236
1237,22885,31.220434,121.408625,31.220434-121.408625,1237
1238,22901,31.209598,121.437679,31.209598-121.437679,1238
1239,22902,31.195131,121.418788,31.195131-121.418788,1239
1240,22906,31.213701,121.41802,31.213701-121.41802,1240
1241,22919,31.184883,121.430689,31.184883-121.430689,1241
1242,22927,31.231369,121.403139,31.231369-121.403139,1242
1243,22928,31.161066,121.354642,31.161066-121.354642,1243
1244,22929,31.22255,121.440445,31.22255-121.440445,1244
1245,22941,31.203978,121.423912,31.203978-121.423912,1245
1246,22985,31.190185,121.443475,31.190185-121.443475,1246
1247,23041,31.134917,121.334281,31.134917-121.334281,1247
1248,23042,31.126777,121.367557,31.126777-121.367557,1248
1249,23049,31.162395,121.353836,31.162395-121.353836,1249
1250,23052,31.110093,121.371253,31.110093-121.371253,1250
1251,23054,31.178962,121.388264,31.178962-121.388264,1251
1252,23056,31.164838,121.410811,31.164838-121.410811,1252
1253,23057,31.223134,121.43817,31.223134-121.43817,1253
1254,23058,31.184347,121.441392,31.184347-121.441392,1254
1255,23090,31.204343,121.407018,31.204343-121.407018,1255
1256,23100,31.173856,121.350522,31.173856-121.350522,1256
1257,23115,31.188512,121.437591,31.188512-121.437591,1257
1258,23117,31.165339,121.427732,31.165339-121.427732,1258
1259,23139,31.198799,121.383701,31.198799-121.383701,1259
1260,23142,31.215381,121.439262,31.215381-121.439262,1260
1261,23156,31.154909,121.436989,31.154909-121.436989,1261
1262,23158,31.208108,121.41483,31.208108-121.41483,1262
1263,23163,31.162868,121.448422,31.162868-121.448422,1263
1264,23198,31.203552,121.371544,31.203552-121.371544,1264
1265,23208,31.240837,121.409164,31.240837-121.409164,1265
1266,23211,31.199522,121.44697,31.199522-121.44697,1266
1267,23213,31.207139,121.449578,31.207139-121.449578,1267
1268,23214,31.200783,121.446011,31.200783-121.446011,1268
1269,23221,31.22121,121.411568,31.22121-121.411568,1269
1270,23231,31.214767,121.444427,31.214767-121.444427,1270
1271,23253,31.210891,121.3779,31.210891-121.3779,1271
1272,23273,31.198372,121.355749,31.198372-121.355749,1272
1273,23275,31.222168,121.378951,31.222168-121.378951,1273
1274,23282,31.221591,121.351862,31.221591-121.351862,1274
1275,23308,31.206547,121.306923,31.206547-121.306923,1275
1276,23360,31.241274,121.36272,31.241274-121.36272,1276
1277,23401,31.211574,121.366182,31.211574-121.366182,1277
1278,23414,31.228847,121.338653,31.228847-121.338653,1278
1279,23428,31.240587,121.402322,31.240587-121.402322,1279
1280,23430,31.224373,121.364172,31.224373-121.364172,1280
1281,23440,31.199721,121.325753,31.199721-121.325753,1281
1282,23463,31.219437,121.374523,31.219437-121.374523,1282
1283,23471,31.213582,121.38377,31.213582-121.38377,1283
1284,23480,31.214193,121.376945,31.214193-121.376945,1284
1285,23490,31.195321,121.445546,31.195321-121.445546,1285
1286,23498,31.180994,121.377204,31.180994-121.377204,1286
1287,23501,31.160079,121.37079,31.160079-121.37079,1287
1288,23515,31.223446,121.432052,31.223446-121.432052,1288
1289,23516,31.216472,121.413336,31.216472-121.413336,1289
1290,23517,31.238801,121.386263,31.238801-121.386263,1290
1291,23527,31.242841,121.391309,31.242841-121.391309,1291
1292,23532,31.235247,121.383101,31.235247-121.383101,1292
1293,23542,31.188821,121.387044,31.188821-121.387044,1293
1294,23559,31.176379,121.397706,31.176379-121.397706,1294
1295,23668,31.22714,121.391029,31.22714-121.391029,1295
1296,23681,31.210579,121.384648,31.210579-121.384648,1296
1297,23691,31.190483,121.434806,31.190483-121.434806,1297
1298,23701,31.18851,121.403115,31.18851-121.403115,1298
1299,23705,31.219088,121.428934,31.219088-121.428934,1299
1300,23710,31.217261,121.391532,31.217261-121.391532,1300
1301,23712,31.224731,121.43464,31.224731-121.43464,1301
1302,23722,31.204614,121.432408,31.204614-121.432408,1302
1303,23735,31.219239,121.418564,31.219239-121.418564,1303
1304,23754,31.160355,121.454785,31.160355-121.454785,1304
1305,23764,31.180466,121.441251,31.180466-121.441251,1305
1306,23821,31.176813,121.439114,31.176813-121.439114,1306
1307,23828,31.162463,121.364262,31.162463-121.364262,1307
1308,23833,31.19458,121.436178,31.19458-121.436178,1308
1309,23843,31.225653,121.480878,31.225653-121.480878,1309
1310,23844,31.218022,121.504024,31.218022-121.504024,1310
1311,23845,31.238742,121.530031,31.238742-121.530031,1311
1312,23848,31.178088,121.413515,31.178088-121.413515,1312
1313,23852,31.168241,121.437559,31.168241-121.437559,1313
1314,23863,31.219114,121.423499,31.219114-121.423499,1314
1315,23895,31.214342,121.376038,31.214342-121.376038,1315
1316,23897,31.206194,121.456569,31.206194-121.456569,1316
1317,23910,31.183859,121.415119,31.183859-121.415119,1317
1318,23919,31.225092,121.38464,31.225092-121.38464,1318
1319,23928,31.17605,121.431225,31.17605-121.431225,1319
1320,23970,31.202118,121.395128,31.202118-121.395128,1320
1321,23987,31.156874,121.348458,31.156874-121.348458,1321
1322,24000,31.152045,121.420017,31.152045-121.420017,1322
1323,24002,31.216526,121.326846,31.216526-121.326846,1323
1324,24013,31.192397,121.384407,31.192397-121.384407,1324
1325,24015,31.219647,121.446669,31.219647-121.446669,1325
1326,24034,31.193811,121.373792,31.193811-121.373792,1326
1327,24035,31.176998,121.423586,31.176998-121.423586,1327
1328,24043,31.214059,121.37764,31.214059-121.37764,1328
1329,24055,31.155848,121.383402,31.155848-121.383402,1329
1330,24108,31.174304,121.436093,31.174304-121.436093,1330
1331,24109,31.227666,121.431017,31.227666-121.431017,1331
1332,24114,31.157151,121.431115,31.157151-121.431115,1332
1333,24116,31.17255,121.363745,31.17255-121.363745,1333
1334,24139,31.229334,121.368291,31.229334-121.368291,1334
1335,24151,31.241036,121.374063,31.241036-121.374063,1335
1336,24169,31.177067,121.370844,31.177067-121.370844,1336
1337,24193,31.194194,121.456589,31.194194-121.456589,1337
1338,24207,31.175983,121.381611,31.175983-121.381611,1338
1339,24209,31.192275,121.462826,31.192275-121.462826,1339
1340,24222,31.162282,121.426688,31.162282-121.426688,1340
1341,24234,31.210579,121.453849,31.210579-121.453849,1341
1342,24235,31.23301,121.442524,31.23301-121.442524,1342
1343,24245,31.231068,121.4021,31.231068-121.4021,1343
1344,24258,31.185189,121.445449,31.185189-121.445449,1344
1345,24260,31.220649,121.35994,31.220649-121.35994,1345
1346,24282,31.209905,121.37472,31.209905-121.37472,1346
1347,24295,31.217162,121.411803,31.217162-121.411803,1347
1348,24296,31.202103,121.445912,31.202103-121.445912,1348
1349,24297,31.232002,121.359292,31.232002-121.359292,1349
1350,24306,31.154923,121.36045,31.154923-121.36045,1350
1351,24363,31.241362,121.395822,31.241362-121.395822,1351
1352,24384,31.195709,121.424093,31.195709-121.424093,1352
1353,24394,31.195907,121.410659,31.195907-121.410659,1353
1354,24396,31.190828,121.420662,31.190828-121.420662,1354
1355,24398,31.236104,121.375177,31.236104-121.375177,1355
1356,24416,31.200224,121.316463,31.200224-121.316463,1356
1357,24428,31.210887,121.315496,31.210887-121.315496,1357
1358,24429,31.224718,121.344451,31.224718-121.344451,1358
1359,24448,30.993467,121.234309,30.993467-121.234309,1359
1360,24449,31.168922,121.412651,31.168922-121.412651,1360
1361,24489,31.246106,121.443663,31.246106-121.443663,1361
1362,24529,31.260429,121.426787,31.260429-121.426787,1362
1363,24538,31.333408,121.552846,31.333408-121.552846,1363
1364,24557,31.251986,121.456773,31.251986-121.456773,1364
1365,24559,31.295347,121.515155,31.295347-121.515155,1365
1366,24603,31.300119,121.532041,31.300119-121.532041,1366
1367,24618,31.294393,121.497298,31.294393-121.497298,1367
1368,24633,31.251883,121.418603,31.251883-121.418603,1368
1369,24641,31.281917,121.435906,31.281917-121.435906,1369
1370,24658,31.297689,121.447357,31.297689-121.447357,1370
1371,24661,31.266813,121.512658,31.266813-121.512658,1371
1372,24691,31.245814,121.411472,31.245814-121.411472,1372
1373,24699,31.321039,121.453913,31.321039-121.453913,1373
1374,24718,31.312291,121.46631,31.312291-121.46631,1374
1375,24723,31.298752,121.491919,31.298752-121.491919,1375
1376,24740,31.274535,121.48034,31.274535-121.48034,1376
1377,24750,31.326418,121.501541,31.326418-121.501541,1377
1378,24757,31.312825,121.491112,31.312825-121.491112,1378
1379,24801,31.334449,121.536876,31.334449-121.536876,1379
1380,24820,31.311942,121.54204,31.311942-121.54204,1380
1381,24860,31.304576,121.522177,31.304576-121.522177,1381
1382,24890,31.298668,121.541944,31.298668-121.541944,1382
1383,24927,31.292699,121.478195,31.292699-121.478195,1383
1384,24943,31.303976,121.474504,31.303976-121.474504,1384
1385,24960,31.2716,121.465223,31.2716-121.465223,1385
1386,24963,31.300693,121.496182,31.300693-121.496182,1386
1387,24998,31.291242,121.489761,31.291242-121.489761,1387
1388,25002,31.273183,121.488391,31.273183-121.488391,1388
1389,25014,31.262448,121.504717,31.262448-121.504717,1389
1390,25042,31.273242,121.499598,31.273242-121.499598,1390
1391,25065,31.273982,121.512661,31.273982-121.512661,1391
1392,25091,31.251614,121.464007,31.251614-121.464007,1392
1393,25093,31.254042,121.464758,31.254042-121.464758,1393
1394,25102,31.246345,121.45371,31.246345-121.45371,1394
1395,25132,31.285861,121.507007,31.285861-121.507007,1395
1396,25139,31.284675,121.516006,31.284675-121.516006,1396
1397,25155,31.272774,121.436412,31.272774-121.436412,1397
1398,25171,31.264477,121.44249,31.264477-121.44249,1398
1399,25207,31.27431,121.448589,31.27431-121.448589,1399
1400,25248,31.279012,121.514374,31.279012-121.514374,1400
1401,25287,31.302355,121.515812,31.302355-121.515812,1401
1402,25293,31.300084,121.504034,31.300084-121.504034,1402
1403,25313,31.263678,121.468663,31.263678-121.468663,1403
1404,25328,31.250674,121.47282,31.250674-121.47282,1404
1405,25354,31.285944,121.44442,31.285944-121.44442,1405
1406,25359,31.252404,121.435035,31.252404-121.435035,1406
1407,25393,31.246387,121.458214,31.246387-121.458214,1407
1408,25394,31.266743,121.481644,31.266743-121.481644,1408
1409,25438,31.271472,121.494721,31.271472-121.494721,1409
1410,25440,31.305522,121.483135,31.305522-121.483135,1410
1411,25457,31.301602,121.487289,31.301602-121.487289,1411
1412,25481,31.260465,121.461228,31.260465-121.461228,1412
1413,25521,31.327319,121.462047,31.327319-121.462047,1413
1414,25551,31.334186,121.50238,31.334186-121.50238,1414
1415,25574,31.298177,121.473198,31.298177-121.473198,1415
1416,25607,31.277147,121.514954,31.277147-121.514954,1416
1417,25609,31.291143,121.472012,31.291143-121.472012,1417
1418,25624,31.319422,121.469372,31.319422-121.469372,1418
1419,25636,31.313954,121.499987,31.313954-121.499987,1419
1420,25646,31.293762,121.442609,31.293762-121.442609,1420
1421,25650,31.284953,121.489071,31.284953-121.489071,1421
1422,25663,31.309645,121.4911,31.309645-121.4911,1422
1423,25671,31.274564,121.51979,31.274564-121.51979,1423
1424,25691,31.304737,121.522227,31.304737-121.522227,1424
1425,25693,31.324066,121.536866,31.324066-121.536866,1425
1426,25715,31.265,121.48958,31.265-121.48958,1426
1427,25734,31.253206,121.459958,31.253206-121.459958,1427
1428,25735,31.309342,121.580807,31.309342-121.580807,1428
1429,25736,31.27975,121.497791,31.27975-121.497791,1429
1430,25799,31.278008,121.492049,31.278008-121.492049,1430
1431,25802,31.294215,121.527852,31.294215-121.527852,1431
1432,25803,31.259319,121.494159,31.259319-121.494159,1432
1433,25844,31.317417,121.48383,31.317417-121.48383,1433
1434,25858,31.25821,121.479271,31.25821-121.479271,1434
1435,25864,31.254308,121.459288,31.254308-121.459288,1435
1436,25904,31.268663,121.428101,31.268663-121.428101,1436
1437,25930,31.308902,121.502016,31.308902-121.502016,1437
1438,25933,31.26338,121.517162,31.26338-121.517162,1438
1439,25959,31.24708,121.419525,31.24708-121.419525,1439
1440,25973,31.303478,121.55082,31.303478-121.55082,1440
1441,25987,31.319806,121.526248,31.319806-121.526248,1441
1442,26018,31.304918,121.497837,31.304918-121.497837,1442
1443,26030,31.307198,121.511929,31.307198-121.511929,1443
1444,26045,31.270369,121.443633,31.270369-121.443633,1444
1445,26057,31.317294,121.460019,31.317294-121.460019,1445
1446,26063,31.312192,121.456456,31.312192-121.456456,1446
1447,26069,31.262746,121.517701,31.262746-121.517701,1447
1448,26077,31.296656,121.483976,31.296656-121.483976,1448
1449,26080,31.273024,121.42572,31.273024-121.42572,1449
1450,26097,31.259739,121.488421,31.259739-121.488421,1450
1451,26101,31.250339,121.440196,31.250339-121.440196,1451
1452,26108,31.251239,121.428578,31.251239-121.428578,1452
1453,26139,34.689694,112.407126,34.689694-112.407126,1453
1454,26187,31.256595,121.493953,31.256595-121.493953,1454
1455,26190,31.311405,121.553882,31.311405-121.553882,1455
1456,26199,31.326138,121.48973,31.326138-121.48973,1456
1457,26225,31.26338,121.433161,31.26338-121.433161,1457
1458,26236,31.28386,121.530324,31.28386-121.530324,1458
1459,26250,31.253601,121.4782,31.253601-121.4782,1459
1460,26270,31.32719,121.53013,31.32719-121.53013,1460
1461,26323,31.253346,121.448039,31.253346-121.448039,1461
1462,26333,31.258982,121.494994,31.258982-121.494994,1462
1463,26338,31.302288,121.510464,31.302288-121.510464,1463
1464,26340,31.301749,121.457406,31.301749-121.457406,1464
1465,26347,31.289509,121.447288,31.289509-121.447288,1465
1466,26348,31.286022,121.497436,31.286022-121.497436,1466
1467,26409,31.294609,121.526886,31.294609-121.526886,1467
1468,26422,31.318646,121.53899,31.318646-121.53899,1468
1469,26461,31.277576,121.460905,31.277576-121.460905,1469
1470,26474,31.30685,121.519579,31.30685-121.519579,1470
1471,26497,31.287632,121.458734,31.287632-121.458734,1471
1472,26528,31.253657,121.443859,31.253657-121.443859,1472
1473,26537,31.285391,121.497527,31.285391-121.497527,1473
1474,26538,31.276982,121.460649,31.276982-121.460649,1474
1475,26590,31.310614,121.476617,31.310614-121.476617,1475
1476,26596,31.276317,121.524794,31.276317-121.524794,1476
1477,26662,31.264874,121.459338,31.264874-121.459338,1477
1478,26663,31.25393,121.455087,31.25393-121.455087,1478
1479,26678,31.303373,121.4429,31.303373-121.4429,1479
1480,26679,31.253808,121.483756,31.253808-121.483756,1480
1481,26681,31.275929,121.473484,31.275929-121.473484,1481
1482,26727,31.307339,121.534119,31.307339-121.534119,1482
1483,26731,31.258255,121.471554,31.258255-121.471554,1483
1484,26747,31.318281,121.447698,31.318281-121.447698,1484
1485,26779,31.315501,121.535127,31.315501-121.535127,1485
1486,26784,31.304538,121.526838,31.304538-121.526838,1486
1487,26786,31.265321,121.503333,31.265321-121.503333,1487
1488,26819,31.299073,121.552202,31.299073-121.552202,1488
1489,26835,31.260814,121.490337,31.260814-121.490337,1489
1490,26863,31.314684,121.522729,31.314684-121.522729,1490
1491,26867,31.315825,121.532151,31.315825-121.532151,1491
1492,26871,31.269517,121.498812,31.269517-121.498812,1492
1493,26888,31.269929,121.453419,31.269929-121.453419,1493
1494,26910,31.289793,121.455017,31.289793-121.455017,1494
1495,26921,31.314038,121.509762,31.314038-121.509762,1495
1496,26946,31.256559,121.43557,31.256559-121.43557,1496
1497,26948,31.041182,121.739041,31.041182-121.739041,1497
1498,26955,32.902077,109.42358,32.902077-109.42358,1498
1499,26962,31.27328,121.47376,31.27328-121.47376,1499
1500,26972,31.295004,121.516367,31.295004-121.516367,1500
1501,26980,31.267654,121.473299,31.267654-121.473299,1501
1502,26988,31.243013,121.416207,31.243013-121.416207,1502
1503,27009,31.30647,121.492925,31.30647-121.492925,1503
1504,27014,31.282271,121.524511,31.282271-121.524511,1504
1505,27034,31.281363,121.459935,31.281363-121.459935,1505
1506,27047,31.337091,121.543621,31.337091-121.543621,1506
1507,27061,31.306089,121.474725,31.306089-121.474725,1507
1508,27075,31.276567,121.483483,31.276567-121.483483,1508
1509,27097,29.263844,115.023159,29.263844-115.023159,1509
1510,27175,31.312117,121.474859,31.312117-121.474859,1510
1511,27179,31.318438,121.497035,31.318438-121.497035,1511
1512,27181,31.278161,121.486144,31.278161-121.486144,1512
1513,27183,31.255905,121.430231,31.255905-121.430231,1513
1514,27206,31.243266,121.443875,31.243266-121.443875,1514
1515,27230,31.279322,121.466136,31.279322-121.466136,1515
1516,27233,31.307911,121.518921,31.307911-121.518921,1516
1517,27272,31.327657,121.544364,31.327657-121.544364,1517
